Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
973,44,1701508356,2101232616
974,22,-605891771,-1001635947
975,66,439825071,-2106068485
976,55,-1037462589,1881017145
977,31,-796894018,-2066520780
978,22,1015807027,1256082675
979,31,-151531335,639196885
980,62,-1512630292,-1453818741
981,62,-1372860779,1572299680
982,44,-1761336587,-1590148290
983,186,582225196,1797070997
984,155,1558796772,-738830759
985,62,57430449,1493571292
986,22,133451698,1741120756
987,55,-1203667819,199401972
988,66,-195574479,490445438
989,186,-1762732661,-990026585
990,22,-1774610384,-1157990971
991,155,857056155,85608966
992,55,403437066,1919482645
993,124,-1786956904,-1461341841
994,55,-714808352,1904035765
995,55,-1008587633,-617467887
996,33,1284009034,1361077638
997,44,-87087898,-2044667332
998,55,-767214446,1339433559
999,93,-555347553,-120081353
Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
0,155,-1893468494,-469400416
1,89,362543610,-718768301
2,31,-2022322670,193332703
3,84,1732469872,-246469102
4,96,-422093562,415466519
5,223,1088743708,1603511058
6,125,991951651,-1845971612
7,130,-813124409,544390786
8,110,1589000443,-2013530107
9,92,-1079749466,1395185317
10,275,-24487533,-1890735029
11,80,-1534432014,1246364923
12,106,-489001902,-1464162319
13,76,1588690630,1162629373
14,186,-2011022195,-290929538
15,161,1798693737,-918979643
16,78,897824080,-305760761
17,106,480252190,-772603781
18,146,1767753701,-1014078722
19,163,-1873003287,-2126887150
20,27,-56280196,-1582760241
21,241,1716025852,-908470781
22,147,590603022,-988341702
23,105,-2141521146,-2092183995
24,94,917691601,1169023898
25,150,-1789405580,971007874
26,114,204872718,1179635915
27,271,986794717,-1575683941
28,185,1672884312,-1708817061
29,196,1096706313,-117456603
30,67,1242267164,-1013518598
31,263,1583164301,195515096
32,149,-968328407,-1950679083
33,117,-25727584,-1643681118
34,121,-1002908151,907679121
35,148,-1456188765,-1081702517
36,64,1290020361,1556578799
37,205,459649669,-1302803794
38,233,-1703742980,1100752565
39,109,2040287594,-1141340240
40,186,210327580,1225233832
41,149,752345750,-834705047
42,75,-513289297,610410369
43,85,994664343,1947574006
44,71,-1084795410,294716423
45,192,313608738,342116670
46,13,-683302926,-177107021
47,268,1397199643,-259157087
48,28,-763220438,2131037049
49,128,-454547087,518879946
50,144,1658720776,-1209629394
51,140,-1127552074,-478596012
52,114,-1805952583,1828960217
53,28,1322120129,1988969410
54,121,2054743775,-1978271086
55,58,1383799706,39100540
56,20,-1707648189,-1686068237
57,42,-56757925,1684702441
58,172,2056500836,-1565646087
59,88,459154598,-1533409864
60,95,1481203989,780418624
61,86,995841648,925869910
62,48,684301614,1079460986
63,155,207406720,374573621
64,190,-2020559004,-1474670095
65,159,159601608,-952010703
66,182,-1530426965,665801597
67,87,84916228,-1923383982
68,202,1460293717,-1378156427
69,50,-1389521111,1415439647
70,160,-1837862212,288530479
71,135,-1464812771,1566180852
72,71,-1607967941,-108069293
73,159,561761030,9301734
74,176,-632619465,1388455580
75,63,1472203346,-1953354052
76,277,-2078166927,931443361
77,73,-346974558,1894794135
78,71,-1176134676,-546954867
79,189,540914472,-1491383642
80,127,-1557002435,1721067586
81,71,610247458,-1733740110
82,126,-468184322,-2039995216
83,61,-217275160,714712943
84,108,-822249360,1362461335
85,88,1878481274,-1280840120
86,189,1421267921,-872155586
87,209,172979465,1167041393
88,86,-1109042888,1192845826
89,70,783373936,978629695
90,66,-1900366949,1825057100
91,258,919319428,-233128215
92,248,-275675684,-372174433
93,54,1347128687,786116736
94,130,-1664282266,-527969439
95,115,807642163,1523812989
96,260,-1781667481,2143793156
97,35,984712701,1674847721
98,125,4249568,483742619
99,152,-1056188802,-1657282176
100,194,1176987265,-424829565
101,168,1190115353,-32521457
102,102,-299315181,71042235
103,103,637399122,-372932159
104,69,-503956271,-1017120637
105,119,2142548638,1813600854
106,74,134307336,-827975621
107,120,2102248405,-1206817678
108,88,1098567207,-2131193241
109,53,-1883443481,-1261748561
110,92,-1255917081,-1797211546
111,31,1944035271,1463582309
112,84,-152458116,280845724
113,132,1811545224,-1583575895
114,270,-1108913888,-979072729
115,74,-2026396815,799910073
116,195,2060418068,592054723
117,73,-594349447,1484341104
118,100,-136605064,137261289
119,76,2065266845,-71931314
120,78,-400039091,-995773875
121,140,-484905654,-1981946391
122,109,1338766136,-1216681744
123,50,-1064130204,1530008154
124,192,923132760,2014917684
125,131,539508495,-647485173
126,254,-1081320911,-769586595
127,127,-1845980262,275176743
128,113,883776521,1470108392
129,163,-338149012,-1802629637
130,228,2112671280,578066382
131,180,-1078355777,1796897274
132,236,826501591,810439333
133,224,148199161,-550460664
134,196,1736153341,1581288990
135,110,-692903903,-2146417569
136,78,1501420918,-1121218994
137,99,-1074951559,-1284860095
138,114,1354392442,-248126779
139,209,454087600,1342546423
140,234,89614206,-1184074923
141,109,-856146428,-804065636
142,87,1320323392,1235219494
143,48,1839077934,642359966
144,112,339101827,-1660332344
145,100,1573838355,-1103132013
146,154,-1179510844,2051168900
147,95,-1877587330,-164547409
148,28,810411544,1495455444
149,193,-1112895349,277386508
150,133,-2094555480,1581813416
151,30,1315909347,-1110246608
152,194,-371782597,-356631115
153,177,1859036137,376137566
154,240,-597753439,1615502422
155,98,989392268,-1481075124
156,15,-2088752678,467695215
157,127,1510800889,-1762712545
158,140,-1159150947,-869630505
159,87,1426690084,-1251733581
160,121,631832845,913063552
161,93,-1489255402,-1284208168
162,50,-109305812,930032452
163,11,1629902402,583405436
164,69,-848086,-328050387
165,115,-790522255,-890701717
166,85,2138565808,-1115658193
167,163,-448100742,-2133362499
168,126,977335899,-1978548320
169,158,1967136587,1027619466
170,142,367145360,1683762427
171,132,-1696322643,163437109
172,105,-932802019,67684131
173,64,1881856928,-1133377112
174,159,692696050,855783448
175,171,-666989234,-1613369200
176,234,778003602,2002196368
177,134,51538833,-504525583
178,179,1705887690,15641884
179,130,912897057,-1575296030
180,33,-1203495254,-1568008692
181,277,839611101,-597142002
182,83,-1803792537,-540810413
183,144,308243437,410395652
184,80,427955191,-1833756253
185,18,705244030,-1571855412
186,103,95487224,-364615772
187,123,-852782244,1615018665
188,102,297136845,1590521712
189,61,-1584255427,-484494829
190,222,1046971055,-893059201
191,141,614022621,2028639117
192,101,-2019237486,47313472
193,143,650950955,2017551184
194,131,-153497365,-1672524469
195,25,-62424753,-302489455
196,163,845542042,-1048868819
197,25,1499422605,226264784
198,220,-218050024,1498916787
199,115,54754742,-1374700240
200,87,1851805262,-502377198
201,56,-1061840889,217755498
202,84,576484747,1364458709
203,175,-1899618766,-225833443
204,84,431810888,-188342966
205,66,609488739,239300626
206,125,119191311,-596982245
207,231,799901180,998008243
208,75,650908274,-1823015282
209,186,-139045547,63476734
210,217,-1364344720,-872807048
211,91,-1335049042,-1383989892
212,123,-878689580,-1952709037
213,127,-319215739,1236436108
214,199,-2103924662,-762234607
215,202,1083792317,-476610566
216,204,-30233097,-1162084959
217,32,-711194933,818013063
218,149,-1537091197,1324681488
219,165,-145137435,-174247728
220,153,-754719262,-1352840722
221,176,835853435,1369268712
222,200,-1184428230,479291079
223,221,1926834686,1043319300
224,77,-1396851948,-268339663
225,248,1857639830,-2133114530
226,108,-1910470355,-2075548737
227,130,1781322365,-1104638362
228,258,-1375898887,652681642
229,130,-2055896080,-237396839
230,262,-846513365,-2010020417
231,85,75768061,197775430
232,159,1114758706,2010336002
233,187,579391504,1746494917
234,103,-164582554,-1916215341
235,128,-1059502686,-1051252897
236,203,798817756,-1770484357
237,237,-2103033919,-1826055606
238,229,-1055275267,2136672971
239,106,217788011,517903948
240,179,-1351126778,-1391730440
241,254,1346012336,-481790717
242,54,665300059,734939453
243,55,-389789277,1843583048
244,283,-102802264,-1889393018
245,26,1121071684,-92389209
246,132,-1862907686,-369287033
247,170,-2069096887,-1483519854
248,253,-2088416061,-317808301
249,23,-1062757469,1124379117
250,114,1746438502,-1537238169
251,60,-1479824796,32274418
252,203,1536079689,-1993748925
253,13,667384830,2119796891
254,95,452564610,-1877354440
255,47,-1335400095,810694855
256,99,-1747656252,1755902501
257,84,-812839968,891656262
258,145,-106828415,-650796211
259,180,513370763,751135481
260,122,1374372936,203150178
261,114,1198734238,-1168598063
262,170,1310948085,912709038
263,103,65657520,-1262996094
264,187,-260961321,-1529350413
265,68,111617128,-1275005978
266,252,1660587175,1061559793
267,44,763530597,-1408565427
268,196,-679777583,334459335
269,110,-401155350,-1990357160
270,212,1699869591,-368602950
271,82,799243725,-68591302
272,65,2074852787,-35819513
273,188,-1915405718,-1273017913
274,169,-1816771610,-386661970
275,98,227342705,-787755309
276,107,-1420386361,-595234587
277,137,-543881829,-1026745428
278,174,-1816680872,-1983107386
279,74,-1671113173,-129449976
280,117,-474706944,-36953385
281,140,-1410121562,598536081
282,130,318576053,-78866814
283,143,-1383805043,-1670979136
284,61,1551866982,671851380
285,104,-1573418514,2032277011
286,103,1730601214,-1480568794
287,231,443703354,1770087914
288,114,842773028,-1473623561
289,136,-1604460696,1396205424
290,123,-659365609,-39660692
291,70,-1970499079,-1169316022
292,80,2086543498,-173869962
293,239,2087922786,1443721885
294,176,-940154764,1813821424
295,157,-1128855610,962552775
296,172,-33386690,2099264786
297,67,-1678166826,-122453211
298,118,1460473606,-440200351
299,107,-1873078022,-1144553004
300,164,-1827950871,-690553160
301,137,608103510,-901549231
302,31,766012895,-646290620
303,41,714783475,-1167395348
304,248,2121395306,537040411
305,138,1572939973,146609410
306,120,-1014189135,574894691
307,140,-1584422663,1921183132
308,150,2090339590,1228138641
309,210,554542994,-1007792154
310,138,1249197618,1676785893
311,129,1998767609,-838443396
312,145,19794486,657760713
313,30,-873595959,-2028583254
314,82,1794282425,-2025608308
315,109,1256316527,-737933150
316,48,668045249,1341619308
317,67,-1126993773,601127464
318,53,-150313057,1041330174
319,204,890940887,-352373692
320,94,-487488357,-107361839
321,119,1848342962,131703123
322,212,-1608861034,504617429
323,106,44314731,1408130864
324,85,-1554090153,530610046
325,261,-797601043,1267941265
326,161,1728715764,-1107126671
327,284,408650481,-1246731926
328,55,850484528,-2062859532
329,271,641618720,1260824786
330,209,-871179860,-1269982699
331,72,-1120227974,-1103985422
332,41,-326081184,-226516023
333,141,159489998,1617975652
334,155,-313376399,-1568162086
335,86,-1489943608,1120099347
336,49,1669072964,-903399452
337,168,-902385105,1544591703
338,221,-654076009,1678845044
339,45,-884367729,1825652992
340,117,383016562,593301040
341,127,-1393548906,-1326756712
342,72,1481723707,-1687324225
343,216,1894655121,-2122794813
344,144,1894598313,-1674402557
345,99,1460599042,-1503007319
346,119,-1843723297,1824442900
347,46,-545886620,-305765044
348,32,-2125659137,-2045892663
349,140,-682509787,-1292334052
350,85,-391712435,528819849
351,215,-783792208,79702336
352,114,-475553172,-188873251
353,103,-1861844086,-375811206
354,250,-598473818,761333774
355,112,-1487471428,-2076736683
356,64,1098260013,-2076321352
357,256,-975654386,1957880771
358,86,195861685,162784365
359,192,1383638186,-1527551641
360,41,1137048656,1317233322
361,271,880222506,1975125886
362,179,-261823216,143373299
363,82,1400067752,-1575529252
364,248,-1390871946,84773213
365,56,-246117550,-1998236038
366,100,-348422115,-1954261357
367,165,1412790873,-79032816
368,114,-1600505380,926725743
369,187,206511035,1168086123
370,65,-1736648231,1221594912
371,120,-2029408634,1882133085
372,29,-1932112096,1888876436
373,226,1341307150,636543
374,102,296256499,613248412
375,159,-1016455999,748099699
376,66,-2100647327,558290222
377,39,-562225145,-2098098227
378,76,-1027519023,-1029922911
379,60,-893584328,1448252231
380,100,1391906730,1374914874
381,95,1795522774,-631211365
382,95,287529474,-1107374264
383,106,-443097568,1269733630
384,131,374583769,-790212551
385,146,1263667902,-1651262210
386,97,-370334804,-254696413
387,196,774737248,-1943297659
388,154,417951498,-1847177732
389,59,-1917143907,1887604060
390,142,-1718630015,-1949090327
391,107,-1206041731,-26444962
392,178,-1375144639,-1402455689
393,46,-1657291480,1608103911
394,110,-353676177,1708425624
395,82,1069802583,105423552
396,210,1564823293,946901609
397,230,509788079,-765495441
398,164,-936652884,-22228315
399,145,-1698111867,-2071808424
400,190,550535371,-1104026154
401,128,1966438412,-115784682
402,111,1524817388,758517994
403,71,-1730670368,-488590955
404,88,-1509427454,2117687072
405,115,1515728462,1081677105
406,72,-266923659,1537788661
407,119,368431506,-1751836535
408,249,240853633,-1132151476
409,228,2001292133,1461871250
410,132,-683113774,772000718
411,285,-268284328,1206580016
412,182,-266308294,-1503148403
413,161,-685669913,-578523892
414,161,-177320706,-1691451628
415,149,688042166,841596815
416,116,643590171,1016441709
417,48,482566239,-1509525672
418,121,-1817303614,1713500155
419,121,842558907,665351040
420,104,813509862,1983788843
421,132,441125989,439236771
422,172,1863785427,-307504265
423,208,-1563705826,1864575532
424,44,1973727661,284264285
425,76,-1628782159,-1464100966
426,92,2114171702,429152682
427,108,939859529,829836682
428,241,961966070,-807392453
429,147,974198732,788793238
430,254,985913836,-1056258790
431,187,-592808674,1095545991
432,79,-53088801,-418767321
433,215,-1029212397,-1688658272
434,217,1075980340,-1273905717
435,14,881971221,2120891682
436,68,1521734553,-1241286607
437,174,1605799704,-666034780
438,265,169789871,1790196616
439,98,1010846934,1697940453
440,38,-1090205687,1363685318
441,148,622221862,-745018766
442,75,-1629975727,-1783046725
443,175,239047501,-1026032959
444,118,-2135560964,-496494711
445,30,901038538,1628554175
446,217,-1682276909,-748819095
447,78,-632489988,1974672491
448,71,192031188,-890306906
449,173,-499473857,64563239
450,34,-471210474,1732944349
451,78,-214514179,910686768
452,149,-1652479346,92038455
453,205,-1571585400,-1270040205
454,117,1558103732,-1729831719
455,92,-1867301162,-1193265423
456,228,-585048346,-218690044
457,210,2135575634,-970416836
458,133,-863236494,-45867177
459,71,-448300660,243469972
460,68,959063877,-28988095
461,70,2112302131,-136218768
462,108,-886112823,-1909703641
463,36,-1518669719,-1740275205
464,80,-1282459663,-1992052602
465,98,-551989140,465786392
466,183,181591452,-510435190
467,49,1250691297,-902017134
468,73,-1120269101,1903889621
469,127,321634380,1684931783
470,75,-762478595,-715702940
471,194,1097918807,317514074
472,262,-928910196,1541800761
473,97,-1164121294,1130328516
474,265,1191894333,-115207751
475,68,-104377575,300784422
476,76,-1130227213,1288300318
477,75,-1295308918,1443825889
478,84,169649229,-328637205
479,66,1365872580,1871547145
480,88,-1623738829,-1882521995
481,147,656156132,1246872806
482,179,-1052677652,188233335
483,59,-897549433,-1648930796
484,42,-1023632234,481553087
485,65,-1224328261,-924644411
486,84,-1250943507,983438874
487,84,780862620,-654684842
488,162,-472356201,-1976276474
489,136,-1597091611,-697296536
490,187,1109552452,2068811957
491,72,-1837441704,1135864028
492,101,1352433951,-428968154
493,80,-608815992,-559956231
494,40,117032274,-1872767152
495,39,1290270273,-37232156
496,124,-1624505096,1681439013
497,97,-2143090135,-1698106442
498,123,-1953513038,-1309434211
499,100,-1369937080,981477551
500,111,1696755717,-1962603388
501,57,82732820,-1844210603
502,82,-557318363,-1981817815
503,63,-689394976,-314090971
504,176,903442968,-493275381
505,118,1707274486,-1796972131
506,106,-49794927,-1482666754
507,49,1419099914,44910041
508,93,729902977,841981344
509,128,-377960407,1306684870
510,156,455666837,-282389982
511,146,-388319963,-279603235
512,111,388334130,744455008
513,255,-367750317,-1945048888
514,128,128464279,-438800798
515,128,-212960372,-248271546
516,81,-1170438843,1517120717
517,232,-1395063699,2144267140
518,132,-159148692,914346609
519,87,1833471012,487070829
520,92,283874021,1339106993
521,128,-230737162,-288741471
522,138,-1895637388,-938047328
523,28,-1555550530,-865095898
524,158,-1454165338,753647328
525,102,-822088426,-821723689
526,73,-1801190990,709115017
527,160,2016543278,-1679723975
528,217,1705002141,753432725
529,96,1562129498,-1872602272
530,112,-2145327465,248371570
531,171,-1672034512,442422870
532,90,706111839,-1775106518
533,60,-1867396138,1479980079
534,71,1285986206,-690039876
535,135,818908760,326095862
536,93,678996486,55390860
537,76,1048178028,1611448414
538,50,635793215,-579361837
539,109,-1969104627,1531425822
540,197,1061752289,-739098645
541,245,-1488881059,-1988349356
542,112,-1818121294,-825152171
543,133,419749040,-892740006
544,152,294212350,1342712981
545,190,-1568667613,-1512163670
546,179,-848105158,-1134965017
547,113,-1565702872,969243939
548,186,586576389,-1193732076
549,180,1878391940,1617447491
550,160,1134817141,510606193
551,46,182589094,1693803675
552,85,-1208064185,392596190
553,158,-1659780838,-280004904
554,15,1196509801,-1086863492
555,84,-393759179,-1575084161
556,26,13645,-94132807
557,147,1987077432,-1415201043
558,73,-964591498,1272621297
559,123,116455941,-1288301472
560,245,-645335512,613729777
561,90,-1999140962,301854063
562,252,300538723,1162881516
563,268,-710379842,-1959262731
564,72,-1739284004,-491059352
565,150,-1020907092,585257015
566,121,1343410135,-323946536
567,127,-123051846,-857252137
568,105,1648604801,-396268445
569,167,1952693733,1715967301
570,54,1429476811,-357056923
571,70,-1933647223,171834835
572,227,-365429962,-1963438772
573,161,-1041801765,-1720841161
574,179,1438038258,1123749804
575,90,128454397,-581713804
576,127,-1842669824,-884558342
577,62,-1930668717,-1858591088
578,88,415116676,-1114703825
579,171,-871700473,-1441948628
580,215,-1343205424,184046175
581,106,1441482417,-1060907684
582,151,1119765428,1749294800
583,218,-1046060562,-1488675330
584,51,-1352313524,-1151682629
585,88,1988343252,-1648233675
586,139,-2076064254,1937678624
587,44,-1346031672,1339850668
588,30,-1351339262,-1372633708
589,102,-1052502000,-18168351
590,188,798134253,-162086579
591,108,392232582,-1905594858
592,115,1229649177,2071501957
593,13,312401851,222556073
594,285,-938976893,-2071284752
595,65,975165817,-1745100046
596,108,1389208686,1842853989
597,259,-2001454952,2092273539
598,102,-2019423352,-1960488172
599,88,1761828702,-1498460109
600,200,-394583939,475048926
601,18,-1650480245,-1232412828
602,155,2038453091,-381483259
603,39,-472979959,710960235
604,102,-1827552052,-1204289295
605,153,-1041156837,-1469764975
606,30,-842487751,-293514645
607,202,851685202,223055343
608,73,1845196554,-1424072000
609,28,-1134318756,1428288942
610,192,1518010778,-1695954347
611,67,981699076,-1750637659
612,160,281132613,-1007146666
613,133,1134026544,-1180774507
614,211,-337445842,1265003291
615,112,1183782984,-1083047416
616,138,-1556884852,784827202
617,41,-855805359,-1509858287
618,35,-1008792888,805081822
619,133,-452056594,-2105901008
620,101,1269596752,129178836
621,92,-304083057,-1755131156
622,245,-183053502,-472394469
623,91,-1876428648,1355334551
624,40,15863854,251539645
625,119,491799384,1558445196
626,59,-1818791938,799834542
627,60,1594726252,-372426724
628,139,-1939770119,-448131366
629,153,-1036874886,-1775152958
630,114,548169294,-1075545552
631,81,817369792,734444754
632,64,-2091672821,-2094265033
633,169,1158647786,117042227
634,162,-1596050196,1509124701
635,130,-363593737,1749963632
636,83,843565627,-851979519
637,117,1746527977,765206485
638,136,-96613465,876661431
639,179,2119966128,1515952790
640,143,-535807645,-527468771
641,80,924331267,-1865637538
642,113,-1396005698,-1723569586
643,141,-1341858908,-509501530
644,142,1182718432,-400746124
645,130,1190126342,-324723269
646,78,-536214745,985587726
647,96,-1155979133,-1032399294
648,67,1868533398,-1594190411
649,167,-617490419,476147795
650,123,321273776,1932944565
651,72,625040051,2095384856
652,57,-950420023,1081536966
653,102,341937595,-1934651865
654,232,-1448904836,1012734827
655,121,-701345931,-1140008654
656,53,-1851525111,1230940481
657,80,-1952894780,-186073023
658,203,-1069768552,115246021
659,101,-823442457,-1600912334
660,28,498838876,-862026578
661,196,1112412765,485052227
662,69,-1926249649,1961801614
663,109,812931246,-1885727204
664,262,-1060546356,353021162
665,103,-549810839,749460263
666,122,1130256887,525840170
667,115,498738092,-1182071750
668,152,1923716047,1501667681
669,66,498217084,-657089512
670,167,-2019211604,-207378836
671,213,1632405159,-1867223266
672,170,-847527519,1490847466
673,243,-340089746,-114072292
674,71,302660068,946005121
675,39,-1767854394,635280667
676,120,487865904,974437843
677,96,1971143329,1882220081
678,66,1271604459,1191543172
679,65,-1116920691,-1570941751
680,52,917983708,531847810
681,138,1747071141,-804999789
682,61,-1052548367,1616620374
683,31,1772113808,-744587649
684,82,1614027220,-321944174
685,154,-543661078,-559223680
686,156,963839113,-602483297
687,133,263591851,1946491801
688,79,-999780127,-1930534364
689,282,-1758941725,-1283765492
690,186,-1538815362,530026592
691,45,-345755256,1556523480
692,133,1114923425,-1087968643
693,100,1200109431,-1082859121
694,127,-450924809,1562154647
695,117,-1039276628,-205980027
696,148,-1853130468,1110848502
697,139,1250884225,141428466
698,221,1465470951,63823265
699,127,-591607103,-1668258266
700,73,232735405,-812431240
701,134,-1397331568,-956812402
702,88,676922342,-1813840808
703,49,-687450217,759792312
704,82,479306281,-2045951064
705,86,-336359036,-1456816111
706,72,-1899268073,658731887
707,103,437275508,-992520973
708,54,-253699348,-1998456687
709,87,-1146836341,1550799109
710,66,234216857,-1481348860
711,72,1042885571,-1542867724
712,194,1772613135,-383202896
713,84,-1705079794,-884107983
714,124,-2108862746,662563292
715,95,-1755459998,-1873781450
716,68,-526207037,-1736524875
717,250,-486132075,288064015
718,97,-723722941,1331911492
719,46,-2043116495,-1702674601
720,185,-977169281,1673018889
721,278,-85240675,-1523332980
722,58,-1866960001,676900251
723,74,1619935858,2080434395
724,231,2006398276,907760634
725,226,847726399,-1274646639
726,99,1601092203,1145866660
727,49,-843660446,1752370283
728,59,-495901981,471263611
729,104,-1870612806,896419362
730,244,649635723,-1748543401
731,178,-72948297,1711351087
732,143,-1718616875,-1823881596
733,123,1076616448,-842605193
734,63,1605839717,1226064078
735,112,-755973915,-808628001
736,35,-10844342,1668108189
737,141,-308973658,-1285685345
738,233,-1219957472,-231541782
739,58,156183526,2107717023
740,232,431432554,1201857204
741,70,312647288,-251457521
742,110,2028863827,-1368024274
743,81,1415263884,675007256
744,150,964693591,-285149705
745,31,-1351845517,-1628975177
746,92,2132337995,1641985723
747,122,-1289480651,439241021
748,68,-295781847,187336159
749,174,1617076256,524891423
750,112,-1899900274,727405260
751,87,-1126647038,-914960278
752,205,554450443,-289453968
753,117,524046502,2019050910
754,155,-444458881,-1775717411
755,207,-2044437000,651445294
756,122,-1712287924,-301485589
757,137,1589388326,171818202
758,60,1586035598,-1865851676
759,159,-919519889,1444727410
760,113,845846346,-914594697
761,37,-640828443,-2075137015
762,152,673616323,-1377925497
763,98,-1226660166,2028104572
764,209,462023442,-2094041133
765,122,-1942438506,-2113868339
766,71,-1635656466,1283388974
767,173,-494951213,680318633
768,91,-1672190403,1523030877
769,125,2074466518,967904010
770,99,59104764,-1228683332
771,44,786454427,-590478488
772,110,732354542,-164285542
773,174,762129042,345224689
774,105,-798126715,1394007
775,116,-1206924548,1637417387
776,33,1764373977,274215604
777,124,-1314570646,1459748995
778,71,-801820673,-2031635943
779,44,1279655930,-1865750978
780,151,403631073,-1286748450
781,239,1535598561,-1400278308
782,229,-905675504,-1961032829
783,270,-1504860664,-26170917
784,56,2122639021,-1346267542
785,161,-1787941776,-57709900
786,95,1122529100,-302565932
787,207,-615315064,421246535
788,105,1768679135,1239150899
789,28,407741270,-1408192501
790,92,-1524997732,1840198231
791,75,1750984300,1239345843
792,111,911636243,-810797123
793,93,-1785742554,328382783
794,90,-1743461017,-2020764517
795,112,-2110715099,-429515949
796,40,-803167655,-901767270
797,73,294392110,10722782
798,201,1633872948,-1246937641
799,142,1477311714,1321891809
800,40,513260603,-1126306578
801,188,-240999233,1620480125
802,54,2059708580,182411206
803,71,144949209,-1499326226
804,11,-1339621182,1103866625
805,201,940859770,1407489902
806,63,1143242022,1295843196
807,43,-1351935767,935059016
808,117,1905383216,41828977
809,169,-196923565,1369464044
810,143,-136569515,-1521512703
811,71,653996756,611040964
812,206,-1493155382,348611148
813,93,992346519,1053795995
814,206,-1570096319,1741230450
815,82,1269911842,1793643741
816,88,-245017414,-1017145028
817,89,-192474397,-499162467
818,58,1831880118,310524747
819,155,-1198288525,-499491607
820,67,1977586043,-77029611
821,48,-1030462389,-1218685137
822,112,-1877099343,-1710943855
823,128,-1489553580,2138254983
824,184,606751596,-42877950
825,45,1407905123,-913217337
826,221,1979251167,2080926411
827,45,-489474459,-404459019
828,99,94826247,1733897265
829,140,1789762632,261267677
830,185,-428516366,-1177537614
831,214,1342066854,1693385615
832,37,237800494,-474771985
833,39,-1853326569,-414648288
834,115,195992725,2067727457
835,75,1660614878,448759039
836,143,1320916150,1749449111
837,34,623533906,259119685
838,161,-1718333184,1963229563
839,74,279779101,1200375126
840,93,-1767885561,2021038124
841,84,-255223885,453173036
842,172,1760734404,277457697
843,53,-1543516385,-74934947
844,196,1062008428,955508987
845,270,932398174,-1444177743
846,95,-743798731,829844981
847,44,-142987689,207635356
848,91,-1344664115,-565712483
849,121,814751025,1789840379
850,216,-600363622,1531165244
851,104,995470028,741298755
852,167,1767772273,655950721
853,118,-1921312165,-1364673292
854,169,-1048446969,-1721194893
855,194,489090501,-1349212813
856,94,1274062827,1538928081
857,249,-744045425,1207713166
858,209,1421546485,-1732884409
859,240,2062820753,-1138133221
860,38,559624130,1474739638
861,117,1545310032,-109996852
862,240,139465121,-1196018908
863,233,1310176927,1709791178
864,51,-490697396,-981754639
865,81,613498176,1942883436
866,153,-1309447345,537915355
867,50,-1933516504,1846326397
868,111,-2130589035,-135565181
869,96,1663108140,1858308002
870,144,1261908716,-604952283
871,74,-723884274,353937151
872,184,1418172943,1067672319
873,273,-280888190,-742830256
874,168,362273001,685668470
875,103,2048730141,101066646
876,57,-1357126705,-1682158253
877,36,896970581,-1531123873
878,123,-298737374,-1696015913
879,183,995717475,-1274070732
880,96,-296925856,-1014724141
881,190,-2141518484,-57755639
882,107,1296316133,650094693
883,214,-636324380,1447415827
884,208,634068092,-384377948
885,105,-1751743620,605658317
886,155,740204700,1517244318
887,126,-174133912,1902222924
888,27,-1529425573,1771244094
889,105,-753460760,214820307
890,207,951347987,-2110492796
891,173,1111074237,-2013214436
892,121,568334344,-463627935
893,169,39087217,320021242
894,105,877611415,-782320917
895,135,-1527958020,732985419
896,183,1017670079,-584723290
897,27,981353295,192162456
898,71,401983777,-1959856891
899,116,423845760,-1973627980
900,131,-335683465,1901015606
901,160,-1294695889,164766046
902,124,-1941262461,1242045366
903,40,-1544450980,244701282
904,79,369765707,2021386066
905,29,680095410,823925124
906,101,1002015650,-539555935
907,121,-1167471026,1823872342
908,131,1403567658,617875790
909,126,-373034942,1484309424
910,69,-1758103326,228912017
911,186,-1682615792,-235391870
912,74,-1326766933,1270399888
913,77,441231871,-1250293300
914,71,1826537710,-1800776415
915,204,-125286788,-1595287178
916,144,1544401769,-1731471493
917,38,2081355540,422393011
918,284,-1608764694,-100170795
919,54,1053155433,425496775
920,55,2100194271,-852196506
921,272,-1574964405,-738253162
922,41,365708410,433611648
923,264,-189165565,-1408978158
924,131,925188684,1753975147
925,112,995044047,966959131
926,80,-2006297976,-211080468
927,160,-929899578,-632213714
928,77,-317304516,-1546969692
929,190,-1088139601,459737893
930,106,259017465,1726835843
931,255,696894434,1598701107
932,282,1205009329,-1536921153
933,67,72413171,-785144248
934,133,-174500353,-169531775
935,45,173561800,-1993894947
936,130,1054044698,-1929375249
937,142,1983745879,1225236016
938,73,1887619292,721846929
939,90,90750887,830786623
940,117,-1096772188,-1309891013
941,236,-751466401,-1859251870
942,241,370580339,1022989404
943,140,1445211550,-1823066934
944,146,-709482661,200515593
945,154,340857579,303263768
946,57,1124073535,-402096149
947,159,-1710300366,2128420094
948,136,-439851683,2011983091
949,143,-437715440,1226621298
950,95,-1012758252,-1754044148
951,194,667035541,1058175792
952,148,-990958650,-1746105244
953,165,918376406,868181781
954,57,-2136689280,-980017690
955,156,1379755710,-70162107
956,130,1227725998,-2001179577
957,184,-963933905,1488175554
958,77,-1546941374,-1753773176
959,204,-1964187808,2036380181
960,64,76034234,-888334469
